id,input_url,user_name,score,published_at,text
11,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Sandrine Boniface,2,2 months ago,"I’m sure the Tour d’argent is great but the Rotisserie needs improvement. Such simple cuisine is only good when the people who prepare are super careful and know what they are doing. They employ too many apprentices who treat the job like MacDo. Please, that’s not fair to us diners. We all can roast a chicken at home. We expect La Tour staff to cook each one to perfection, otherwise what’s the point? Food was OK, our waiter great, other staff were not fit for such a restaurant and should not only focus on their job but also not stare at guests!"
12,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",John Kamauff,5,4 months ago,"La Tour d'Argent remains one of the best restaurants in the world; the location and view (especially on a beautiful Parisian Spring day like we had) are unparalleled.  The food and presentation were amazing, and the wine (under Antoine's expert tutelage) was exceptional. We cannot wait for our next visit."
13,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Donna D,5,3 months ago,"An excellent way to spend a lunchtime. The views are magnificent, the wine list extraordinary, the food delicious, and the service perfectly unobtrusive. Thank you very much to the chef and the teams."
14,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Boris Shmukler,4,3 months ago,Solid traditional food and a great location.
15,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",J Alsaud,5,4 months ago,"Delicious food, friendly staff, great experience,"
16,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",laura castro,1,2 months ago,"Terrible experience at the Rotisserie today
22/05 , I was so very much looking forward to finishing my trip in this restaurant which used to be fantastic and ended up having a terrible experience yet super expensive for what it was. I was looking forward to order a foie grass and a duck confit but I understood that there is an issue due to the duck fever, I ended up ordering the overpriced roasted chicken which  was served totally cold, I had to send it back and the waiter did not even apologise, he returned with the same piece of chicken reheated. It is extremely disappointing for the prices you are charging this should not be happening.

Not sure I will be visiting again"
17,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",P Luis,1,2 weeks ago,This place is completely racist and staff has no horeca skills whatsoever. My wife was not allowed to use toilet while we waited for a table next to the bridge. Waiter declined service since we were only to take some wine and snacks. Do not recommend
18,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",John Brainerd,4,2 months ago,"We were impressed with the quality of the food and service.  Our waiter had a wonderful sense of humor and made us feel very welcome.  We were seated by the window and had a good view of the Seine.  Before leaving, we were offered and enjoyed an aged Sauterne ""on the house"" because we were such a cute couple.  It was our last night in Paris so we left the city with a wonderful memory."
19,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Jörg K,2,3 months ago,"Tour d'Argent advertises exceptional view and star cuisine. The view is great.

The food, we had the 6 course menu, is unfortunately not. The appetizers a slice of salmon, a scoop of duck foie gras with jelly, and caviar on cream cheese are boring without refined flavors. In the main course of fish with spinach, the fish was less convincing than the caramelized seafood. The meat dish a slice of duck stuffed with duck foie gras (again) came with a heavily salted sauce. The dessert was lemon soufflé served with lemon sorbet. The soufflé was well risen in the top third, unfortunately it still had a whole solid block of raw dough in the bottom two thirds.

The service seemed completely unimpressed with our still-filled plates when we returned them.

This restaurant is overall not very neat and clean. For example, dirty chairs with obvious food residue were conspicuous."
20,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Karl de Borbón,5,11 months ago,"It was a dream for me as youngster to eat at this monument restaurant located in very authentic Parisienne area, actually it was a dream to many to be in the same restaurant where they ate in it almost all famous kings, presidents and leaders and personalities from around the planet since it was founded in 1582, yes you heard that right since 439 years ago and The location Quai de la Tournelle, where the restaurant stands, was not paved until the year 1650, before which it was ""a slope, often flooded and almost always made inaccessible by mud...... I booked 4 months in advance to our trip to Paris and paid a deposit to book the table and here I am with my date my lovely wife
We choose our table at the window facing the river and it couldn’t be more romantic than that view,
The food was exceptional and the wine list was amazing and I guess one of a kind in the planet since the thickness it was like 2 phone books attached together and the service was outstanding and professional and mostly the butler,,, Obviously
We enjoyed the whole evening the appetizers, the main course and the dessert and most of all the 1999 bottle of French wine,
After the dinner the manager showed us around where we look at the pictures of kings and presidents has been and ate at this same place (like us) :)"
21,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Blake Elizabeth Sachs,5,a month ago,Wonderful service and the best chicken I've ever had. Cannot recommend enough.
22,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Paul Lee,1,a month ago,"Very bad experience for me.
First of all, it was very hard to order our food and wine because nobody was looking at us for a long time. We ordered a bottle of wine but it was never delivered, so we had to change the order(and that was very difficult as well because nobody was paying attention to diners inside). Although we reserved more than a month ago, everybody was busy for terrace seats. At the end of the meal, my silverwares were clearly pointing I'm in the middle of eating but a person who seems to be the manager just took the dish not even asking I was finished or not."
23,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Eamonn Gardner,4,a month ago,"For the price, I would probably go somewhere else.  Everything was good -- and the chicken main course and egg appetizer were great -- but you can get much better food in Paris for less money."
24,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Dale Meister,5,a month ago,"A great place for dinner while La Tour d'Argent is being renovated.  Nice casual atmosphere, great service, food very well prepared and a nice wine list."
25,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Sondra,2,a month ago,Disappointed in the food & the staff. Limited menu. Steak very tough. Slow service. Had looked forward to this visit again.
26,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Anne-Laure Le Cunff,5,3 years ago,"We had an exceptional experience at the Tour d'Argent one Saturday evening. The view was perfect — we were seated by the window — and everything we ordered was delicious. They have one of the most impressive wine cellars in the world. The wine list was literally the size of an encyclopaedia. The sommelier knew it by heart and recommended the perfect pairings, which were not necessarily the most expensive bottles on the list. Tour d'Argent is obviously very, very pricey, but it's a once in a lifetime experience, best shared with amazing company to complement the setting, the service and the food."
27,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",peter picataggio,5,4 years ago,Wine wine wine wine. We went there twice during our trip. The food is spectacular but you are here for one of the best wine lists the world has seen. Be patient and search carefully as you will find stunners and that you will talk about the rest of your life. The staff and service are spectacular though I think they were taken back by the amount of wine we purchased . We drank every last drop! I am betting they thought we were gonna leave a bunch..
28,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Paul Carbone,3,a month ago,"Disappointing experience all around. The maître de was unwelcoming and seemed irritated by our request to move tables even though the restaurant was practically empty.  Our waiter was inattentive, slow and had a major attitude. Our wine came after our meals and we had to remind him multiple times. The food was fine but nothing very special. Chicken was dry. We noted in the reservation this was to celebrate my mom's 80th birthday and they made no mention of it. Don't waste a meal here - there are too many other great places in Paris to try."
29,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",M. Gabriel,5,3 years ago,"To be or not to be emotional ... Probably one of the most well known Restaurant in the world : La Tour d'Argent. I have been leaving in Paris since years and never had to real opportunity to go in this restaurant.   My first experience was just exceptional and emotional. First the location is simply outstanding downtown Paris with a view of Notre Dame (At the time I am posting the comments the drama of Notre Dame has happened). The river ""la Seine"" . The  charming interior is great and there is a diamond down the building : the cellar is just crazy - an outstanding experience when you take the time to visit and get the all story . Then the service and the dinner were simply all great from the beginning until the end. I did not have the opportunity to try the specialty ""Canard au sang"" but I will definitively remember this experience. Thank you Chef Philippe Labbé."
30,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Stefan Luders,2,5 months ago,"Valentine's menu was preprepared and mediocre. No actual cooking involved, just heating things up.

Aggressively tries to sell their own overpriced Champagne.

Two glasses of a young Sauterne cost 20,- each, no warning given.

Maybe it's better during a normal weekday, but for the money we ended up spending there are plenty of nicer places than this in Paris.

All in all, militantly commercial with little to back it up"
31,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Jeff DeLeone,5,7 months ago,"La Tour d'Argent is one of the finest restaurants in the world.  The decor, ambience and views are spectacular.  The food, wine and service is second to no other restaurant.  It is a restaurant that everyone must experience at least once (or more) in his/her lifetime!"
32,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Sophie Verhoeven,5,a year ago,Amazing experience. Beautiful terrace and splendid food.
33,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Sophie Catelain,5,6 months ago,"An incredible venue as well as deluxe gourmet experience. We had the ""Tour d'argent"" menu which combines the best of the Maison : caviar, foie gras, duck, Saint Pierre... as delicate for the palate as it is to look at, a real
beautiful presentation. The 180 degrees view on the Seine is just magical... Will definitely return."
34,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Sari Rustiani,5,3 years ago,Fantastic french bistro with 5 stars classic french fare. Had a whole duck served as two courses which was spectacular. Best to get there with an empty stomach. Highly recommended
35,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",J S,5,4 years ago,If you have a chance I strongly recommend to go to this restaurant. They serve traditional duck dish. If you order duck you will get certification card which numbering they served duck. And my favorite one their dish is crape. As I know thief crape is best in the world.
36,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Chad,5,5 years ago,"Great food, excellent service. We didn't speak the language and brought kids. Everything was perfect."
37,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",TechXclusive Solutions,2,6 months ago,"*The following constitutes my opinion only deriving from personal observations and experience with intention to subjectively describe the experience of specific persons. All information in this post constitutes my opinion only and must not be viewed as slander or defamatory.
---Context: We made a reservation 2 months prior to our dinner experience to ensure our seating as well as our food specificities were met with ease by the establishment. Having dined there 4 times, we thought it a great idea to spend Christmas eve at the Tour D’Argent. As a renowned restaurant of this stature, one expects the kitchen and servers to be prepared not only for the regular customer, but for requests that are made well in advance and accepted by the restaurant management. We emailed twice and received confirmation emails from their part, and called on the day, to reconfirm that we wished to be seated on the left-hand side of the restaurant, preferably near a window and most importantly, that one guest needed for the Christmas set menu (360 EUR per person) to be adapted to fully gluten free, dairy free and sugar free.
---Attention to guests/requests: We were hoping the chef, having had 2.5 months to prep something worth 360 EUR for the gluten free, dairy free and sugar free guest would be prepared to surprise us with the high-level cuisine expected. Instead, the gluten free bread was rubber (when one can easily order fresh, tasty gluten free bread in Paris). One of the dishes was an exclusively cheese dish for which they had zero replacement options prepared. When we confronted the waiters with this, they answered “the dairy free request was just only mentioned by you at your arrival so the chef has no replacements for the dish, but I can give you 3 salad leaves with vinaigrette” (yes, 3 regular lettuce leaves on a plate). When I confronted him again, telling him that I could also put 3 leaves onto a plate and that I was expecting more from them, he came back with a plate of nothing but (half raw?) artichoke that was so bad it was left untouched upon the first bite. Then, the gluten free, dairy free and sugar free dessert, was cut fruit. The cut fruit you find in hotel rooms when you check in. Paris has an abundance of “chef patissier” who can use sweeteners with a variety of non-dairy milks to make real deserts, as long as you inform them of these requirements a few days in advance. We know this because we’ve been to many establishments who make the effort to create something for their guest and chefs take pride in showing their know-how. After 2 months of potential prep time, they had nothing but an improvised fruit plate.
---Service: wrong drinks served on the first round, then wrong water. The waiters then forgot to give us cutlery, twice. We had to raise our hand and ask for cutlery. Then we had to ask for them to take our plates back on one occasion, after we had finished for a solid 10 minutes.
It was Christmas eve and it felt like they knew they were getting their 360 EUR per person anyway, regardless of the service and the gastronomic experience offered. For example, when the  artichoke or fruit plate remained untouched, we weren’t even asked if something was wrong with the dishes; they simply took them back and charged us fully for those two dishes, without any apology or comment.
---Seating: we were seated in the exact opposite side of the restaurant: we asked for left, they seated us on the right side. When I asked whether booking a year in advance would change something, he said it wouldn’t/ we would still not be “guaranteed” seating. Odd…it felt like we weren’t important enough to get the other side of the restaurant/others were prioritised.
---Conclusive thoughts: having recommended this place to my family and having flown them to Paris specially to spend Christmas Eve in the Tour D’Argent, I excused myself and experienced anxiety in the bathroom for around 10 minutes after all the above took place. I have had okay experiences here in the past, but this last one was disappointing."
38,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Paul Harnden,5,3 months ago,"Wow, what an experience! Obviously, the food and wine are out of this world, but the tradition and  service are also something very, very special. Thank you for the most amazing day."
39,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Karen Lee,5,6 months ago,"While La Rotisserie D’Argent may be the little sister of La Tour D’Argent, which is famous for its duck and a commanding view of Notre Dame from the Left Bank, there is nothing diminutive about La Rotisserie’s food or service. Friends and I had a lovely and leisurely lunch while visiting Paris in mid-January. Everything we ordered was prepared and presented with care and thoughtfulness, and the service was efficient, friendly, and attentive. We never felt hurried or overlooked, even though we were the last lunch party to leave before closing to prepare for dinner service later that evening.

La Rotisserie offers a sublime and award-winning “oeuf mayo.” I chose one of the daily specials for my main course: a beautifully seared and succulent pork chop, which was served with mustard sauce and potatoes. To finish your meal, you can enjoy either a house dessert (a friend had the crème brulee – stunningly smooth) or try one of the daily delights from the adjacent Boulangerie de la Tour. My Boulangerie selection reminded me of Paris Brest. However, instead of hazelnut crème, I dove into a pecan crème that surrounded a luscious caramel center, all nestled between two clouds of choux.

With its bright and airy interior, a bustling but never rushed atmosphere, and a location across the street from the banks of the Seine (ideal for a post-lunch or dinner stroll), La Rotisserie offers a delicious dining experience that is one of the pleasures of being in Paris."
40,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Christina Menéndez Magaña (Moose),5,4 years ago,"Good food, good service, and reasonable prices. My personal recommendation would have to be the escargots, although the half duck is also delicious. But don't forget to leave some space for dessert, as the creme Brulee and the raspberry tartalette are incredible."
41,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Gabriela Fonseca,5,4 months ago,"It was lovely and delicious. The duck is always exceptional.
They take care of every detail to offer a beautiful experience!!"
42,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Christine Hochhauser,5,6 months ago,"Same family owns the Michelin starred Paris institution La Tour d’Argent across the street. The rotisserie delivers warm, friendly yet professional service. Lovely venue facing Quai de la Tournelle. Large handicapped accessible bathroom on same floor is a plus in Paris. Get the duck or the chicken for the classics. The food is absolutely delicious. You can order dessert from the Tour D’Argent’s brilliant Tarterie next door or try the rotisserie’s special desserts. Walk it off along the Seine and find Notre Dame just a few steps away. Perfect. Note they are even open on Sunday afternoon."
43,"https://www.google.com/maps/place/La+Tour+d'Argent/@48.8497901,2.3527581,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e4b41c8a83:0x5bd4a63441a1398a!8m2!3d48.8498104!4d2.3548718?authuser=0&hl=en",Viet Bui Xuan,5,a year ago,"I grew up in Paris so this restaurant always held a special place in my imagination.

We visited two weeks ago on a Sunday for lunch where I wanted to treat my parents, my partner and a close friend of ours to something special and we had such a wonderful time. The dishes, the service, the wine, the view... Everything contributed to making this visit truly unforgettable.

Big thank you to the team who were looking after us, it was perfect!"
